Region,Area,Site,Month,Weekday,Saturday,Sunday,Daily
West Midlands,Sandwell,Site17,June,5910,5910,5893,5993
West Midlands,Sandwell,Site17,July,5878,5768,6132,5886
West Midlands,Sandwell,Site17,August,5880,5889,5779,5810
West Midlands,Sandwell,Site17,September,5815,5800,5889,5814
West Midlands,Sandwell,Site17,October,5837,6038,5872,5752
West Midlands,Sandwell,Site17,November,5996,5842,5855,5886
West Midlands,Sandwell,Site17,December,5901,5952,5852,5837
West Midlands,Sandwell,Site18,January,5923,6086,5843,5761
West Midlands,Sandwell,Site18,February,6042,6039,5951,5880
West Midlands,Sandwell,Site18,March,5768,5815,5969,5731
West Midlands,Sandwell,Site18,April,5931,5999,5878,5881
West Midlands,Sandwell,Site18,May,5717,6034,5751,5889
West Midlands,Sandwell,Site18,June,6017,5763,6044,5918
West Midlands,Sandwell,Site18,July,5836,5921,5903,5775
West Midlands,Sandwell,Site18,August,5897,5940,5746,5887
West Midlands,Sandwell,Site18,September,5751,6017,5815,5944
West Midlands,Sandwell,Site18,October,5705,5946,6093,5989
West Midlands,Sandwell,Site18,November,5768,5826,5938,6011
West Midlands,Sandwell,Site18,December,5816,5794,5826,5903
West Midlands,Sandwell,Site19,January,5797,5954,5793,5944
West Midlands,Sandwell,Site19,February,5799,5815,5850,5950
West Midlands,Sandwell,Site19,March,5910,6030,6098,6050
West Midlands,Sandwell,Site19,April,6045,5733,5796,5870
West Midlands,Sandwell,Site19,May,5904,6126,5804,6057
West Midlands,Sandwell,Site19,June,6087,5834,5844,5892
West Midlands,Sandwell,Site19,July,5868,5933,5931,5829
West Midlands,Sandwell,Site19,August,6020,5899,5879,5834
West Midlands,Sandwell,Site19,September,5988,5942,5909,5963
West Midlands,Sandwell,Site19,October,5777,5922,5906,5812
West Midlands,Sandwell,Site19,November,5661,5994,5888,5919
West Midlands,Sandwell,Site19,December,5890,5693,5806,5997
West Midlands,Sandwell,Site20,January,5840,5845,5992,5743
West Midlands,Sandwell,Site20,February,5837,5849,5812,5740
West Midlands,Sandwell,Site20,March,5706,5952,5827,5932
West Midlands,Sandwell,Site20,April,6069,5834,6048,5889
West Midlands,Sandwell,Site20,May,5872,5798,5767,5944
West Midlands,Sandwell,Site20,June,6133,5946,5830,6040
West Midlands,Sandwell,Site20,July,5902,5961,6026,5866
West Midlands,Sandwell,Site20,August,6119,5871,5891,5864
West Midlands,Sandwell,Site20,September,5787,5961,5818,5765
West Midlands,Sandwell,Site20,October,5954,5784,5920,5860
West Midlands,Sandwell,Site20,November,5753,5772,5782,5860
West Midlands,Sandwell,Site20,December,5971,6090,5930,5798
West Midlands,Sandwell,Site21,January,5881,5953,5888,5719
West Midlands,Sandwell,Site21,February,5845,5801,5870,5802
West Midlands,Sandwell,Site21,March,6000,5845,5747,5677
West Midlands,Sandwell,Site21,April,5736,5857,5933,5994
West Midlands,Sandwell,Site21,May,5958,5979,5941,5813
West Midlands,Sandwell,Site21,June,5928,5901,5745,5894
West Midlands,Sandwell,Site21,July,5882,5919,5882,5887
West Midlands,Sandwell,Site21,August,5821,6004,6046,5977
West Midlands,Sandwell,Site21,September,5918,5750,5935,5844
West Midlands,Sandwell,Site21,October,5820,5803,5941,5873
West Midlands,Sandwell,Site21,November,5901,5712,5626,5919
West Midlands,Sandwell,Site21,December,5661,5870,5903,5841
West Midlands,Walsall,Site22,January,5911,5915,5838,5994
West Midlands,Walsall,Site22,February,5858,5858,5921,5862
West Midlands,Walsall,Site22,March,5868,5834,5940,5766
West Midlands,Walsall,Site22,April,5943,5952,5820,5837
West Midlands,Walsall,Site22,May,5934,5844,5867,5802
West Midlands,Walsall,Site22,June,5893,5817,5902,6043
West Midlands,Walsall,Site22,July,5879,5853,5885,6158
West Midlands,Walsall,Site22,August,6215,5958,5948,5841
West Midlands,Walsall,Site22,September,5943,5931,6091,5943
West Midlands,Walsall,Site22,October,5721,5855,5771,5802
West Midlands,Walsall,Site22,November,5883,5758,5893,5971
West Midlands,Walsall,Site22,December,5946,5768,6060,5984
West Midlands,Walsall,Site23,January,5984,5831,5602,5934
West Midlands,Walsall,Site23,February,5873,6017,5917,5922
West Midlands,Walsall,Site23,March,5894,5804,5985,5922
West Midlands,Walsall,Site23,April,5861,5782,5997,5832
West Midlands,Walsall,Site23,May,6076,5857,5839,5891
West Midlands,Walsall,Site23,June,5815,5893,5925,5747
West Midlands,Walsall,Site23,July,5981,5823,5862,5799
West Midlands,Walsall,Site23,August,5926,5795,5928,5979
West Midlands,Walsall,Site23,September,6043,5949,5813,6004
West Midlands,Walsall,Site23,October,6026,5868,5774,6108
West Midlands,Walsall,Site23,November,5874,5869,5872,6006
West Midlands,Walsall,Site23,December,5986,5899,5748,5914
West Midlands,Walsall,Site24,January,5930,5830,5892,6041
West Midlands,Walsall,Site24,February,5881,5814,5766,6000
West Midlands,Walsall,Site24,March,5825,6088,5656,6061
West Midlands,Walsall,Site24,April,5914,5887,5669,6045
West Midlands,Walsall,Site24,May,5966,5887,5863,5932
West Midlands,Walsall,Site24,June,5990,6078,5862,5817
West Midlands,Walsall,Site24,July,5902,5876,5838,5907
West Midlands,Walsall,Site24,August,5943,5780,5980,5860
West Midlands,Walsall,Site24,September,5965,5868,6021,6026
West Midlands,Walsall,Site24,October,5922,5937,5744,5863
West Midlands,Walsall,Site24,November,5963,5822,6167,5924
West Midlands,Walsall,Site24,December,6014,5813,5840,5704
West Midlands,Walsall,Site25,January,5854,5896,5838,5715
West Midlands,Walsall,Site25,February,5844,5844,5845,6067
West Midlands,Walsall,Site25,March,6003,5822,5792,5948
West Midlands,Walsall,Site25,April,5949,6016,5776,5814
West Midlands,Walsall,Site25,May,6037,5917,5888,5832
West Midlands,Walsall,Site25,June,5852,5623,5970,5949
West Midlands,Walsall,Site25,July,5866,5963,5982,5856
West Midlands,Walsall,Site25,August,5842,5820,5976,5870
West Midlands,Walsall,Site25,September,5945,6021,5763,5920
West Midlands,Walsall,Site25,October,5949,5877,5930,5711
West Midlands,Walsall,Site25,November,5934,5834,5815,5720
West Midlands,Walsall,Site25,December,6036,5725,5671,5912
West Midlands,Walsall,Site26,January,5898,5846,5878,5756
West Midlands,Walsall,Site26,February,5798,5893,5827,5951
West Midlands,Walsall,Site26,March,5798,5831,6028,5804
West Midlands,Walsall,Site26,April,5932,6075,5906,5878
West Midlands,Walsall,Site26,May,5831,5721,5757,5897
West Midlands,Walsall,Site26,June,5792,5927,5840,5917
West Midlands,Walsall,Site26,July,5913,5832,5740,5841
West Midlands,Walsall,Site26,August,5887,5903,5775,5912
West Midlands,Walsall,Site26,September,5874,5908,6029,5855
West Midlands,Walsall,Site26,October,5850,5865,5818,5851
West Midlands,Walsall,Site26,November,5858,5887,6029,5909
West Midlands,Walsall,Site26,December,5785,5861,5860,5660
West Midlands,Walsall,Site27,January,5855,5934,5810,6039
West Midlands,Walsall,Site27,February,5756,5788,5807,5856
West Midlands,Walsall,Site27,March,5881,5780,5915,5758
West Midlands,Walsall,Site27,April,6083,5816,5848,5889
West Midlands,Walsall,Site27,May,5877,5920,6029,5811
West Midlands,Walsall,Site27,June,5930,5903,6139,6012
West Midlands,Walsall,Site27,July,5825,5993,5877,5955
West Midlands,Walsall,Site27,August,5980,5866,5903,6044
West Midlands,Walsall,Site27,September,5719,6005,6003,6096
West Midlands,Walsall,Site27,October,5821,5973,5980,5800
West Midlands,Walsall,Site27,November,5889,6083,5898,5868
West Midlands,Walsall,Site27,December,5753,5805,5912,6037
Yorkshire and North East,Leeds,Site1,January,5999,5697,5834,6168
Yorkshire and North East,Leeds,Site1,February,5828,5902,5896,5913
Yorkshire and North East,Leeds,Site1,March,5858,5806,5947,5894
Yorkshire and North East,Leeds,Site1,April,5799,6118,5878,5823
Yorkshire and North East,Leeds,Site1,May,5827,5716,5754,5856
Yorkshire and North East,Leeds,Site1,June,6013,5921,5753,5791
Yorkshire and North East,Leeds,Site1,July,5885,6000,5746,5938
Yorkshire and North East,Leeds,Site1,August,5812,5986,5878,5945
Yorkshire and North East,Leeds,Site1,September,5951,5884,5927,5914
Yorkshire and North East,Leeds,Site1,October,5868,5879,5825,6034
Yorkshire and North East,Leeds,Site1,November,5973,5867,5913,6052
Yorkshire and North East,Leeds,Site1,December,5951,5852,5697,5983
Yorkshire and North East,Leeds,Site2,January,5771,5842,5889,5905
Yorkshire and North East,Leeds,Site2,February,5884,5739,5946,5934
Yorkshire and North East,Leeds,Site2,March,5856,5850,5792,5991
Yorkshire and North East,Leeds,Site2,April,5896,6018,5907,5929
Yorkshire and North East,Leeds,Site2,May,5810,5862,6026,5821
Yorkshire and North East,Leeds,Site2,June,5896,5909,5774,6055
Yorkshire and North East,Leeds,Site2,July,5671,5659,5875,6139
Yorkshire and North East,Leeds,Site2,August,5772,5664,5972,5806
Yorkshire and North East,Leeds,Site2,September,5875,5956,6043,5892
Yorkshire and North East,Leeds,Site2,October,5842,5966,6098,5800
Yorkshire and North East,Leeds,Site2,November,5758,5895,6016,5980
Yorkshire and North East,Leeds,Site2,December,5825,5914,5975,5715
Yorkshire and North East,Leeds,Site3,January,5969,5839,5907,5795
Yorkshire and North East,Leeds,Site3,February,5922,5987,5949,6078
Yorkshire and North East,Leeds,Site3,March,5808,5897,5986,5883
Yorkshire and North East,Leeds,Site3,April,5984,5895,5863,5955
Yorkshire and North East,Leeds,Site3,May,5975,5795,5905,5728
Yorkshire and North East,Leeds,Site3,June,6188,5814,5821,5837
Yorkshire and North East,Leeds,Site3,July,5938,5916,5710,5902
Yorkshire and North East,Leeds,Site3,August,5769,5766,5846,5763
Yorkshire and North East,Leeds,Site3,September,5813,5930,5819,5979
Yorkshire and North East,Leeds,Site3,October,5864,5895,5911,5823
Yorkshire and North East,Leeds,Site3,November,5885,6018,5928,5774
Yorkshire and North East,Leeds,Site3,December,5928,5968,5907,5966
Yorkshire and North East,Leeds,Site4,January,6004,5855,5906,5871
Yorkshire and North East,Leeds,Site4,February,5747,5685,5958,5680
Yorkshire and North East,Leeds,Site4,March,6001,5746,5918,5965
Yorkshire and North East,Leeds,Site4,April,5916,5903,5823,5715
Yorkshire and North East,Leeds,Site4,May,6072,5848,5795,5816
Yorkshire and North East,Leeds,Site4,June,5914,5752,5723,5792
Yorkshire and North East,Leeds,Site4,July,6149,5850,5784,5971
Yorkshire and North East,Leeds,Site4,August,5817,5964,6039,5750
Yorkshire and North East,Leeds,Site4,September,5788,5906,6026,5839
Yorkshire and North East,Leeds,Site4,October,5988,5718,5904,5924
Yorkshire and North East,Leeds,Site4,November,6041,5953,6066,5924
Yorkshire and North East,Leeds,Site4,December,5916,5698,5821,5808
Yorkshire and North East,Leeds,Site5,January,5956,5888,5875,6101
Yorkshire and North East,Leeds,Site5,February,5928,5917,5864,5927
Yorkshire and North East,Leeds,Site5,March,5925,5776,5920,5908
Yorkshire and North East,Leeds,Site5,April,5893,5931,5811,5796
Yorkshire and North East,Leeds,Site5,May,5854,5925,5818,6022
Yorkshire and North East,Leeds,Site5,June,5911,5840,5829,5801
Yorkshire and North East,Leeds,Site5,July,5817,5521,5865,5913
Yorkshire and North East,Leeds,Site5,August,5943,5733,5966,6103
Yorkshire and North East,Leeds,Site5,September,5844,5800,5889,5808
Yorkshire and North East,Leeds,Site5,October,6037,5803,5800,5985
Yorkshire and North East,Leeds,Site5,November,5866,5908,5853,5821
Yorkshire and North East,Leeds,Site5,December,5822,5931,5893,6047
Yorkshire and North East,Leeds,Site6,January,5897,5909,5910,6024
Yorkshire and North East,Leeds,Site6,February,6058,5975,5695,5752
Yorkshire and North East,Leeds,Site6,March,6011,5684,5751,5882
Yorkshire and North East,Leeds,Site6,April,5768,5768,5925,6045
Yorkshire and North East,Leeds,Site6,May,5971,5977,5961,6003
Yorkshire and North East,Leeds,Site6,June,5957,5877,5847,5732
Yorkshire and North East,Leeds,Site6,July,5961,5923,5971,5966
Yorkshire and North East,Leeds,Site6,August,5942,5943,5825,5767
Yorkshire and North East,Leeds,Site6,September,5824,5785,5800,5713
Yorkshire and North East,Leeds,Site6,October,5718,5998,5869,5754
Yorkshire and North East,Leeds,Site6,November,5985,5963,5968,6032
Yorkshire and North East,Leeds,Site6,December,5895,5736,5900,6031
Yorkshire and North East,Leeds,Site7,January,5862,5963,5951,5816
Yorkshire and North East,Leeds,Site7,February,5823,5860,5989,5888
Yorkshire and North East,Leeds,Site7,March,5870,5874,5929,5946
Yorkshire and North East,Leeds,Site7,April,5943,5793,5913,5920
Yorkshire and North East,Leeds,Site7,May,5965,5828,5956,5832
Yorkshire and North East,Leeds,Site7,June,5775,5842,6023,5838
Yorkshire and North East,Leeds,Site7,July,5942,6058,5873,5897
Yorkshire and North East,Leeds,Site7,August,5903,5851,5787,5823
Yorkshire and North East,Leeds,Site7,September,5912,5823,5776,6008
Yorkshire and North East,Leeds,Site7,October,5952,6074,5793,5932
Yorkshire and North East,Leeds,Site7,November,5914,5925,5976,5897
Yorkshire and North East,Leeds,Site7,December,5855,5954,5775,5786
Yorkshire and North East,Leeds,Site8,January,5890,5763,5666,5804
Yorkshire and North East,Leeds,Site8,February,5802,5878,5830,5858
Yorkshire and North East,Leeds,Site8,March,5982,6002,5937,5893
Yorkshire and North East,Leeds,Site8,April,5943,5866,6105,5984
Yorkshire and North East,Leeds,Site8,May,5698,5992,6018,5899
Yorkshire and North East,Leeds,Site8,June,5810,5630,6005,5847
Yorkshire and North East,Leeds,Site8,July,5851,5688,5828,5743
Yorkshire and North East,Leeds,Site8,August,5919,5837,5732,5998
Yorkshire and North East,Leeds,Site8,September,5948,5955,5986,5969
Yorkshire and North East,Leeds,Site8,October,5877,6009,6098,5923
Yorkshire and North East,Leeds,Site8,November,5924,6042,5946,5911
Yorkshire and North East,Leeds,Site8,December,5972,5891,5806,5819
Yorkshire and North East,Leeds,Site9,January,5991,5823,5764,5838
Yorkshire and North East,Leeds,Site9,February,5730,6048,5809,5990
Yorkshire and North East,Leeds,Site9,March,5904,5942,5871,5743
Yorkshire and North East,Leeds,Site9,April,5788,5960,5802,5819
Yorkshire and North East,Leeds,Site9,May,6167,5866,5965,5866
Yorkshire and North East,Leeds,Site9,June,5767,5692,5845,5856
Yorkshire and North East,Leeds,Site9,July,6074,5867,5826,5823
Yorkshire and North East,Leeds,Site9,August,5917,5813,5675,5850
Yorkshire and North East,Leeds,Site9,September,5847,5996,5852,5877
Yorkshire and North East,Leeds,Site9,October,5975,5815,5956,5793
Yorkshire and North East,Leeds,Site9,November,5883,5853,5702,5831
Yorkshire and North East,Leeds,Site9,December,5822,5882,5780,5898
Yorkshire and North East,Leeds,Site10,January,5839,6042,5815,5829
Yorkshire and North East,Leeds,Site10,February,5879,6037,5948,5949
Yorkshire and North East,Leeds,Site10,March,5809,6030,6011,5780
Yorkshire and North East,Leeds,Site10,April,5992,5873,5809,5998
Yorkshire and North East,Leeds,Site10,May,5892,5893,6000,5787
Yorkshire and North East,Leeds,Site10,June,5865,6079,5932,5920
Yorkshire and North East,Leeds,Site10,July,5766,6149,5883,5840
Yorkshire and North East,Leeds,Site10,August,5817,5953,6013,5936
Yorkshire and North East,Leeds,Site10,September,5791,5850,5923,5928
Yorkshire and North East,Leeds,Site10,October,5851,5835,6042,5911
Yorkshire and North East,Leeds,Site10,November,6040,5718,5867,5921
Yorkshire and North East,Leeds,Site10,December,5812,5932,5824,5871
Yorkshire and North East,Pocklington,Site11,January,5919,5915,5787,6111
Yorkshire and North East,Pocklington,Site11,February,5921,5913,6129,5748
Yorkshire and North East,Pocklington,Site11,March,5786,5743,6017,5975
Yorkshire and North East,Pocklington,Site11,April,5975,5902,5863,5776
Yorkshire and North East,Pocklington,Site11,May,5920,5785,5759,5694
Yorkshire and North East,Pocklington,Site11,June,5974,5886,5852,5868
Yorkshire and North East,Pocklington,Site11,July,5902,5887,5918,5925
Yorkshire and North East,Pocklington,Site11,August,5678,5956,5949,6060
Yorkshire and North East,Pocklington,Site11,September,5966,5864,5942,6164
Yorkshire and North East,Pocklington,Site11,October,5850,5808,5808,5842
Yorkshire and North East,Pocklington,Site11,November,6029,5845,5823,5907
Yorkshire and North East,Pocklington,Site11,December,5861,5847,5881,5730
Yorkshire and North East,Pocklington,Site12,January,6011,5847,5778,5845
Yorkshire and North East,Pocklington,Site12,February,5869,5819,5851,5998
Yorkshire and North East,Pocklington,Site12,March,5915,5747,5918,5824
Yorkshire and North East,Pocklington,Site12,April,5962,6145,5942,5957
Yorkshire and North East,Pocklington,Site12,May,5867,5897,5921,5914
Yorkshire and North East,Pocklington,Site12,June,6025,5862,5827,6007
Yorkshire and North East,Pocklington,Site12,July,6062,5886,5789,5902
Yorkshire and North East,Pocklington,Site12,August,6030,5793,6010,6016
Yorkshire and North East,Pocklington,Site12,September,5882,5797,5963,5804
Yorkshire and North East,Pocklington,Site12,October,5984,5892,5801,6047
Yorkshire and North East,Pocklington,Site12,November,5934,5812,5928,5944
Yorkshire and North East,Pocklington,Site12,December,5965,5851,5815,5826
Yorkshire and North East,Pocklington,Site13,January,5789,5991,6060,5800
Yorkshire and North East,Pocklington,Site13,February,5907,5732,6044,5871
Yorkshire and North East,Pocklington,Site13,March,5899,5884,5868,5919
Yorkshire and North East,Pocklington,Site13,April,5830,5844,5940,5840
Yorkshire and North East,Pocklington,Site13,May,5791,5786,5741,6036
Yorkshire and North East,Pocklington,Site13,June,6040,5670,5731,5903
Yorkshire and North East,Pocklington,Site13,July,5793,5924,5899,5985
Yorkshire and North East,Pocklington,Site13,August,5868,5853,5929,5923
Yorkshire and North East,Pocklington,Site13,September,5877,5911,5921,5968
Yorkshire and North East,Pocklington,Site13,October,5901,5996,5922,5975
Yorkshire and North East,Pocklington,Site13,November,6121,5725,5912,5891
Yorkshire and North East,Pocklington,Site13,December,5778,5910,5831,5947
Yorkshire and North East,Pocklington,Site14,January,5940,5818,5644,5891
Yorkshire and North East,Pocklington,Site14,February,5715,5935,5943,6019
Yorkshire and North East,Pocklington,Site14,March,5927,5881,5802,5652
Yorkshire and North East,Pocklington,Site14,April,6004,6043,5792,5770
Yorkshire and North East,Pocklington,Site14,May,5872,5753,5998,5796
Yorkshire and North East,Pocklington,Site14,June,5899,5928,5898,5862
Yorkshire and North East,Pocklington,Site14,July,5840,5896,5889,5864
Yorkshire and North East,Pocklington,Site14,August,5930,5686,5743,5747
Yorkshire and North East,Pocklington,Site14,September,5963,5858,5850,5800
Yorkshire and North East,Pocklington,Site14,October,5859,5834,5697,5785
Yorkshire and North East,Pocklington,Site14,November,5934,5976,5842,5972
Yorkshire and North East,Pocklington,Site14,December,5736,5872,5942,6081
Yorkshire and North East,Pocklington,Site15,January,5685,5837,5800,5959
Yorkshire and North East,Pocklington,Site15,February,6013,5848,6010,5968
Yorkshire and North East,Pocklington,Site15,March,5909,5879,5790,6099
Yorkshire and North East,Pocklington,Site15,April,5859,5895,5996,5960
Yorkshire and North East,Pocklington,Site15,May,5893,6114,6171,5890
Yorkshire and North East,Pocklington,Site15,June,5790,5732,5835,6055
Yorkshire and North East,Pocklington,Site15,July,5848,5878,5865,5939
Yorkshire and North East,Pocklington,Site15,August,5740,5800,5928,5944
Yorkshire and North East,Pocklington,Site15,September,5847,5966,6036,5795
Yorkshire and North East,Pocklington,Site15,October,5870,5791,5749,5818
Yorkshire and North East,Pocklington,Site15,November,5894,5855,5832,5911
Yorkshire and North East,Pocklington,Site15,December,5679,6203,5828,5859
Yorkshire and North East,Sheffield,Site16,January,6025,5858,5647,6017
Yorkshire and North East,Sheffield,Site16,February,5947,5762,5769,6014
Yorkshire and North East,Sheffield,Site16,March,5826,6068,5823,5887
Yorkshire and North East,Sheffield,Site16,April,5950,5783,5946,5754
Yorkshire and North East,Sheffield,Site16,May,5859,5858,5900,5833
Yorkshire and North East,Sheffield,Site16,June,5842,5829,5885,5872
Yorkshire and North East,Sheffield,Site16,July,5852,6135,5935,5771
Yorkshire and North East,Sheffield,Site16,August,5935,5967,5863,5911
Yorkshire and North East,Sheffield,Site16,September,5695,6112,5807,5856
Yorkshire and North East,Sheffield,Site16,October,6041,6091,5844,5869
Yorkshire and North East,Sheffield,Site16,November,5780,5854,5870,5894
Yorkshire and North East,Sheffield,Site16,December,5830,5742,6060,5815
Yorkshire and North East,Sheffield,Site17,January,5903,5919,6011,6036
Yorkshire and North East,Sheffield,Site17,February,5874,6034,6083,5890
Yorkshire and North East,Sheffield,Site17,March,5736,6001,5875,5831
Yorkshire and North East,Sheffield,Site17,April,5856,5762,5975,5861
Yorkshire and North East,Sheffield,Site17,May,5871,5938,5979,5906
Yorkshire and North East,Sheffield,Site17,June,5834,5871,5820,5856
Yorkshire and North East,Sheffield,Site17,July,6072,5930,5950,6097
Yorkshire and North East,Sheffield,Site17,August,6106,5776,5850,5862
Yorkshire and North East,Sheffield,Site17,September,5772,5964,5847,5850
Yorkshire and North East,Sheffield,Site17,October,5963,5732,5828,5828
Yorkshire and North East,Sheffield,Site17,November,6071,5804,5968,5795
Yorkshire and North East,Sheffield,Site17,December,5861,5817,5935,5924
Yorkshire and North East,Sheffield,Site18,January,6070,5856,6009,5769
Yorkshire and North East,Sheffield,Site18,February,6030,5860,5802,5945
Yorkshire and North East,Sheffield,Site18,March,5778,5759,5656,5904
Yorkshire and North East,Sheffield,Site18,April,5972,5844,5921,5986
Yorkshire and North East,Sheffield,Site18,May,5892,5877,6033,5927
Yorkshire and North East,Sheffield,Site18,June,5989,5795,5868,5870
Yorkshire and North East,Sheffield,Site18,July,6090,5940,5913,5930
Yorkshire and North East,Sheffield,Site18,August,5792,5794,5690,5838
Yorkshire and North East,Sheffield,Site18,September,5910,5786,6041,5772
Yorkshire and North East,Sheffield,Site18,October,5894,5873,5898,5693
Yorkshire and North East,Sheffield,Site18,November,5828,5971,5871,5949
Yorkshire and North East,Sheffield,Site18,December,5912,5981,5861,5739
Yorkshire and North East,Sheffield,Site19,January,5964,5984,5998,5852
Yorkshire and North East,Sheffield,Site19,February,5694,5964,6083,5843
Yorkshire and North East,Sheffield,Site19,March,5945,6016,5795,5779
Yorkshire and North East,Sheffield,Site19,April,5868,5932,5965,5767
Yorkshire and North East,Sheffield,Site19,May,6116,5774,5827,5762
Yorkshire and North East,Sheffield,Site19,June,5873,6080,5850,5899
Yorkshire and North East,Sheffield,Site19,July,5886,6103,5858,5770
Yorkshire and North East,Sheffield,Site19,August,6020,5684,5868,5958
Yorkshire and North East,Sheffield,Site19,September,5899,5882,5925,5956
Yorkshire and North East,Sheffield,Site19,October,5820,5938,5951,5852
Yorkshire and North East,Sheffield,Site19,November,5921,5970,5777,5945
Yorkshire and North East,Sheffield,Site19,December,5926,5883,5720,5777
Yorkshire and North East,Sheffield,Site20,January,5908,5882,5688,5904
Yorkshire and North East,Sheffield,Site20,February,6054,5819,5803,5826
Yorkshire and North East,Sheffield,Site20,March,5871,5933,6146,5972
Yorkshire and North East,Sheffield,Site20,April,5846,6037,5961,6059
Yorkshire and North East,Sheffield,Site20,May,5930,5812,5943,5881
Yorkshire and North East,Sheffield,Site20,June,5948,5621,6088,5839
Yorkshire and North East,Sheffield,Site20,July,5923,5767,5988,5842
Yorkshire and North East,Sheffield,Site20,August,5991,5936,5973,5952
Yorkshire and North East,Sheffield,Site20,September,5860,5840,5845,6119
Yorkshire and North East,Sheffield,Site20,October,5923,5992,5889,5827
Yorkshire and North East,Sheffield,Site20,November,5823,5624,5918,5848
Yorkshire and North East,Sheffield,Site20,December,5831,5728,5836,5918
Yorkshire and North East,Sheffield,Site21,January,5879,5933,5758,5829
Yorkshire and North East,Sheffield,Site21,February,5736,5824,5841,5876
Yorkshire and North East,Sheffield,Site21,March,5918,5813,5907,5846
Yorkshire and North East,Sheffield,Site21,April,5806,5909,5848,5836
Yorkshire and North East,Sheffield,Site21,May,5855,5957,6028,5806
Yorkshire and North East,Sheffield,Site21,June,5833,5778,5806,5845
Yorkshire and North East,Sheffield,Site21,July,5609,5898,5919,5944
Yorkshire and North East,Sheffield,Site21,August,5842,5724,5944,5887
Yorkshire and North East,Sheffield,Site21,September,5736,5895,5885,5916
Yorkshire and North East,Sheffield,Site21,October,5946,5708,5910,5750
Yorkshire and North East,Sheffield,Site21,November,6021,5733,5910,5784
Yorkshire and North East,Sheffield,Site21,December,5882,5877,5841,5887
Yorkshire and North East,Stockton,Site22,January,5808,5920,5850,5804
Yorkshire and North East,Stockton,Site22,February,5735,5960,6102,5844
Yorkshire and North East,Stockton,Site22,March,5927,5941,5956,5851
Yorkshire and North East,Stockton,Site22,April,6013,5997,5961,5873
Yorkshire and North East,Stockton,Site22,May,5842,5866,6105,5980
Yorkshire and North East,Stockton,Site22,June,5791,5848,5771,6130
Yorkshire and North East,Stockton,Site22,July,5817,5762,5977,5893
Yorkshire and North East,Stockton,Site22,August,6091,5821,5880,5859
Yorkshire and North East,Stockton,Site22,September,5844,5892,5951,5854
Yorkshire and North East,Stockton,Site22,October,5867,5773,5939,5900
Yorkshire and North East,Stockton,Site22,November,5899,5931,5770,6039
Yorkshire and North East,Stockton,Site22,December,5737,5975,5896,6039
Yorkshire and North East,Stockton,Site23,January,5834,5736,5945,5785
Yorkshire and North East,Stockton,Site23,February,5850,6016,6070,5945
Yorkshire and North East,Stockton,Site23,March,5727,5843,5920,6085
Yorkshire and North East,Stockton,Site23,April,5663,6092,5927,5957
Yorkshire and North East,Stockton,Site23,May,5855,6021,5934,5886
Yorkshire and North East,Stockton,Site23,June,5929,5959,5999,5931
Yorkshire and North East,Stockton,Site23,July,5903,5649,5945,5894
Yorkshire and North East,Stockton,Site23,August,5846,5925,5963,5756
Yorkshire and North East,Stockton,Site23,September,5929,5903,5919,5936
Yorkshire and North East,Stockton,Site23,October,5837,5958,5965,5813
Yorkshire and North East,Stockton,Site23,November,5997,6056,5977,5967
Yorkshire and North East,Stockton,Site23,December,6033,5800,6006,5950
Yorkshire and North East,Stockton,Site24,January,5985,5826,5782,5910
Yorkshire and North East,Stockton,Site24,February,5866,6056,5795,5747
Yorkshire and North East,Stockton,Site24,March,5906,5773,5689,5939
Yorkshire and North East,Stockton,Site24,April,6033,5886,6022,6018
Yorkshire and North East,Stockton,Site24,May,5881,6006,5893,5995
Yorkshire and North East,Stockton,Site24,June,6235,5906,5909,5883
Yorkshire and North East,Stockton,Site24,July,5929,6112,6013,5871
Yorkshire and North East,Stockton,Site24,August,5920,5944,5839,5870
Yorkshire and North East,Stockton,Site24,September,5768,6019,6060,5951
Yorkshire and North East,Stockton,Site24,October,6046,5805,6142,5866
Yorkshire and North East,Stockton,Site24,November,5921,5977,5873,5820
Yorkshire and North East,Stockton,Site24,December,5780,6016,5972,5898
Yorkshire and North East,Stockton,Site25,January,6003,5869,5654,5816
Yorkshire and North East,Stockton,Site25,February,5964,5951,6039,5926
Yorkshire and North East,Stockton,Site25,March,5938,6096,5911,5819
Yorkshire and North East,Stockton,Site25,April,5837,5998,6016,5727
Yorkshire and North East,Stockton,Site25,May,5980,5911,5885,5890
Yorkshire and North East,Stockton,Site25,June,6037,5854,5830,5938
Yorkshire and North East,Stockton,Site25,July,5900,5786,5896,5819
Yorkshire and North East,Stockton,Site25,August,5876,5719,5942,5979
Yorkshire and North East,Stockton,Site25,September,5865,5769,5766,5904
Yorkshire and North East,Stockton,Site25,October,5860,5782,5934,5788
Yorkshire and North East,Stockton,Site25,November,5799,5802,5803,5947
Yorkshire and North East,Stockton,Site25,December,5965,6037,5981,5860
Yorkshire and North East,Stockton,Site26,January,5897,5866,5793,5812
Yorkshire and North East,Stockton,Site26,February,5973,5637,5705,5803
Yorkshire and North East,Stockton,Site26,March,5735,5944,6110,5834
Yorkshire and North East,Stockton,Site26,April,5901,5757,5661,5709
Yorkshire and North East,Stockton,Site26,May,5939,5804,5870,5766
Yorkshire and North East,Stockton,Site26,June,5829,5829,5941,5937
